case_id,fixture_id,status,oracle_id,assertion_count,expected_reason_code,observed_reason_code,error_code,assertion_ledger_sha256,transition_count,atomic_interval_count,qualified_component_count,event_zone_count
k3_no_backfill,fixture_001_k3_no_backfill,passed,r2_t02_oracle_k3_no_backfill,4,sample_end_open_zone,sample_end_open_zone,,43a958de110135d31d9ef4ab739e5a06f3d66f71ca03a634da4df4d1233c5020,12,3,3,3
unknown_resets_k,fixture_002_unknown_resets_k,passed,r2_t02_oracle_unknown_resets_k,4,prequalification_right_censored,prequalification_right_censored,,745e616387ef471bfacbf7d26588ea7e3f423aa0c521113cf14b2c16663b7164,12,3,1,1
blocked_resets_k,fixture_003_blocked_resets_k,passed,r2_t02_oracle_blocked_resets_k,4,prequalification_right_censored,prequalification_right_censored,,dd92fbfc416f7b0a05f2fd1b6d9b75bdf1353c986662590106a306370ba030cb,9,3,0,0
diagnostic_required_resets_k,fixture_004_diagnostic_required_resets_k,passed,r2_t02_oracle_diagnostic_required_resets_k,4,sample_end_open_zone,sample_end_open_zone,,b32a1b7b3a1d106670f4d0e6af0df591bf5cbefe0469b3a70fc493e03c8a8344,12,3,3,3
missing_row_fail_closed,fixture_005_missing_row_fail_closed,passed,r2_t02_oracle_missing_row_fail_closed,4,missing_expected_trading_row,missing_expected_trading_row,missing_expected_trading_row,88927113318f70ffcc8bcc97dc267ef4012059d94120e749d353776eca3c2820,1,0,0,0
d1_exact_qualification,fixture_006_d1_exact_qualification,passed,r2_t02_oracle_d1_exact_qualification,4,prequalification_right_censored,prequalification_right_censored,,b5cb56d1703bed49b4bfe521eabe32c9e864e52fa4921532b6bea90d656c2892,9,3,0,0
d2_exact_qualification,fixture_007_d2_exact_qualification,passed,r2_t02_oracle_d2_exact_qualification,4,sample_end_open_zone,sample_end_open_zone,,c4f5585382de05482dba51fe502f10665f56f5bb357be0f66ef5485c1a4e64d6,12,3,3,3
d3_exact_qualification,fixture_008_d3_exact_qualification,passed,r2_t02_oracle_d3_exact_qualification,4,prequalification_right_censored,prequalification_right_censored,,06e3cdc1f7114b2cc345d7c510b86f88d263fe5a1f28941a88aed6d0629b2f49,12,3,1,1
event_qualification_uses_actual_available_time,fixture_009_event_qualification_uses_actual_available_time,passed,r2_t02_oracle_event_qualification_uses_actual_available_time,4,prequalification_right_censored,prequalification_right_censored,,e47ad74c04cc11b5c1c0fef258023a32beb3f54242841e11057d5ce4eca5113a,9,3,0,0
prequalification_right_censor,fixture_010_prequalification_right_censor,passed,r2_t02_oracle_prequalification_right_censor,4,prequalification_right_censored,prequalification_right_censored,,030b24a53418b938f11739921c0fc0a84504057c489c3465a7779faead2feeaa,3,1,0,0
normal_short_interval_drop,fixture_011_normal_short_interval_drop,passed,r2_t02_oracle_normal_short_interval_drop,4,normal_short_interval_drop,normal_short_interval_drop,,dd5b00c17e7cfbc2a4e928b8ad3b792775244fcab905af63329914d0c2b3770c,3,1,0,0
g0_no_bridge,fixture_012_g0_no_bridge,passed,r2_t02_oracle_g0_no_bridge,4,prequalification_right_censored,prequalification_right_censored,,b581f3e14530333f650992d360d4d09af139c022d8a989e5565edb83a1533e2e,9,3,0,0
g1_bridge,fixture_013_g1_bridge,passed,r2_t02_oracle_g1_bridge,4,sample_end_open_zone,sample_end_open_zone,,f3b647bc7620a3109f55ec8e48ac54a8036679255e2ea615c152fd20bec8e71d,8,2,2,2
g2_bridge,fixture_014_g2_bridge,passed,r2_t02_oracle_g2_bridge,4,prequalification_right_censored,prequalification_right_censored,,dc8f4cc2bf5c4bb9d4dbf894ee37291584aa77b693351b4ed5ded9b44ad2c608,12,3,1,1
gap_exceeds_g,fixture_015_gap_exceeds_g,passed,r2_t02_oracle_gap_exceeds_g,4,gap_exceeds_g,gap_exceeds_g,,348ae20b31dd06419f5156790498a7de287a50c4abef1e12ebe7a9fa8b0f6ce4,12,3,3,3
transitive_a_b_c_merge,fixture_016_transitive_a_b_c_merge,passed,r2_t02_oracle_transitive_a_b_c_merge,4,sample_end_open_zone,sample_end_open_zone,,309a7d7514d43c07d6f2d2da5380d5ce6fdb363bcd5b4b6b535fdd338536ef10,12,3,3,3
multiple_bridge_segments,fixture_017_multiple_bridge_segments,passed,r2_t02_oracle_multiple_bridge_segments,4,prequalification_right_censored,prequalification_right_censored,,724151b2d8efdb650446bab7580f440b30a246ade40980125cb468ff8f4730fe,12,3,1,1
intervening_unqualified_interval_blocks_merge,fixture_018_intervening_unqualified_interval_blocks_merge,passed,r2_t02_oracle_intervening_unqualified_interval_blocks_merge,4,prequalification_right_censored,prequalification_right_censored,,991a1a6ece0d987e74daac40af52ea03f970e1982a7feff2e33d39e8c900da31,9,3,0,0
quality_break,fixture_019_quality_break,passed,r2_t02_oracle_quality_break,4,quality_break,quality_break,,9e6b0b32ac9682e495c47e36d3079dc1f96e9bd6cafab90cd1d4a24572d077d8,8,2,2,2
diagnostic_break,fixture_020_diagnostic_break,passed,r2_t02_oracle_diagnostic_break,4,quality_break,quality_break,,b8225a6f8d0567072833506a3b5f655f969c963a0ddf6325b097cb6fd2680425,8,2,2,2
missing_row_break,fixture_021_missing_row_break,passed,r2_t02_oracle_missing_row_break,4,missing_expected_trading_row,missing_expected_trading_row,missing_expected_trading_row,d51a8add36d4d844e045c68d2ec9fe5e1e6abf8033a1faebc24ce3b7b372b836,1,0,0,0
gap_pending,fixture_022_gap_pending,passed,r2_t02_oracle_gap_pending,4,sample_end_open_zone,sample_end_open_zone,,4f3d9da1f8844665d0b05da53eac4a62238cba679db081217a31acc763601aa3,8,2,2,2
reentry_reaches_d,fixture_023_reentry_reaches_d,passed,r2_t02_oracle_reentry_reaches_d,4,prequalification_right_censored,prequalification_right_censored,,258f3f5bd25e2b0fcf707076596046bcee6e5e1dd57ce376352fe5fe8b639595,12,3,1,1
reentry_fails_d,fixture_024_reentry_fails_d,passed,r2_t02_oracle_reentry_fails_d,4,prequalification_right_censored,prequalification_right_censored,,45e8b3a629f671d2a929005da6ae2df5ca33d962fdf8500b6e23098fd35951da,9,3,0,0
right_censored_open_zone,fixture_025_right_censored_open_zone,passed,r2_t02_oracle_right_censored_open_zone,4,sample_end_open_zone,sample_end_open_zone,,d7ba7dcfee75b4b90084d13107947ed57ffb6a5ae1a0ef9e30b7dc88e594e3c5,12,3,3,3
irreversible_finalization,fixture_026_irreversible_finalization,passed,r2_t02_oracle_irreversible_finalization,4,prequalification_right_censored,prequalification_right_censored,,4ffdf1026d7935941845e16c0734e97d0b96bebe79459458cc2c96c4904f60d7,9,2,1,1
bridge_membership_delayed,fixture_027_bridge_membership_delayed,passed,r2_t02_oracle_bridge_membership_delayed,4,prequalification_right_censored,prequalification_right_censored,,7c27a6c23fb19df4c89366489977baa0eb6eca125f84aea4ec9681b5e40d1dee,9,3,0,0
event_id_stability,fixture_028_event_id_stability,passed,r2_t02_oracle_event_id_stability,4,sample_end_open_zone,sample_end_open_zone,,f67ac7229daa07b0ad6995004fb21a02ea3403a78166b953871aacda750c3a28,12,3,3,3
candidate_cell_isolation,fixture_029_candidate_cell_isolation,passed,r2_t02_oracle_candidate_cell_isolation,4,prequalification_right_censored,prequalification_right_censored,,8756c80c5391368cd4dd4f6d5e4c52b55ff764f13257661cb7955253cbc40d0b,12,3,1,1
security_isolation,fixture_030_security_isolation,passed,r2_t02_oracle_security_isolation,4,prequalification_right_censored,prequalification_right_censored,,d11e9580558e5d7f0cc3a5a3abf0a71fec3e85902454bbff6b268c7f25639e06,9,3,0,0
canonical_sorting,fixture_031_canonical_sorting,passed,r2_t02_oracle_canonical_sorting,4,sample_end_open_zone,sample_end_open_zone,,aea082a5bc4957131dd6c369e24248e4155488d921579b04dcecf29e99d47089,12,3,3,3
confirmed_only_risk_set,fixture_032_confirmed_only_risk_set,passed,r2_t02_oracle_confirmed_only_risk_set,5,prequalification_right_censored,prequalification_right_censored,,b400b45725a62a83177820e6fe34c943f8376963b6681470c4f734f8e0a7c6ed,12,3,1,1
bridge_not_in_risk_set,fixture_033_bridge_not_in_risk_set,passed,r2_t02_oracle_bridge_not_in_risk_set,5,prequalification_right_censored,prequalification_right_censored,,a0d367979166eb405f56575248cb22abde6daf54029921ab53c78247819d4d3b,6,2,0,0
zone_membership_not_in_risk_set,fixture_034_zone_membership_not_in_risk_set,passed,r2_t02_oracle_zone_membership_not_in_risk_set,4,sample_end_open_zone,sample_end_open_zone,,743912bc3f8cf8845fba21e2c13d63119970ea4d80497cb88f7611b31756bee5,12,3,3,3
invalid_quality_contradiction,fixture_035_invalid_quality_contradiction,passed,r2_t02_oracle_invalid_quality_contradiction,4,prequalification_right_censored,prequalification_right_censored,,1c94ee181d0a2932edccec80871535fc5666d078fc4c335aaacfc2fd50be33d7,12,3,1,1
own_denominator,fixture_036_own_denominator,passed,r2_t02_oracle_own_denominator,4,prequalification_right_censored,prequalification_right_censored,,93da08c0c3b9d841556a60f8ceb6f3cb078856e1b9fbd7ba236efcab73be9b9d,9,3,0,0
common_exact_intersection,fixture_037_common_exact_intersection,passed,r2_t02_oracle_common_exact_intersection,4,sample_end_open_zone,sample_end_open_zone,,d4acbc3f069d8ac191f1c831ce245e2b84316278127124f6b8c1a1bb4591233a,12,3,3,3
cross_state_rejection,fixture_038_cross_state_rejection,passed,r2_t02_oracle_cross_state_rejection,4,cross_state_rejected,cross_state_rejected,,4a44959690008b6f2cc8c43a53f46b60d95e475d037331c16cb72fb831ad2c92,12,3,1,1
cross_role_rejection,fixture_039_cross_role_rejection,passed,r2_t02_oracle_cross_role_rejection,4,cross_role_rejected,cross_role_rejected,,fa7df0862c8121eed1952b39afaf2ef396877defd705f5916e208e1187313f32,6,2,0,0
gd_parameter_invariants,fixture_040_gd_parameter_invariants,passed,r2_t02_oracle_gd_parameter_invariants,4,sample_end_open_zone,sample_end_open_zone,,984ba40691edad3a2fa325fd91690b6441e20bac59d4a4cd324b82b4391a5fbe,12,3,3,3
