family_id,replicate_id,N_perm,family_candidate_count,max_studentized_statistic,selection_path_not_independently_confirmed
F1_GLOBAL_PCT,1,10000,6,1.3586487349717968,true
F1_GLOBAL_PCT,2,10000,6,0.9064921446944677,true
F1_GLOBAL_PCT,3,10000,6,1.2666674781472522,true
F1_GLOBAL_PCT,4,10000,6,-0.2552870492018719,true
F1_GLOBAL_PCT,5,10000,6,0.6516108971444765,true
F1_GLOBAL_PCT,6,10000,6,0.4938547784266243,true
F1_GLOBAL_PCT,7,10000,6,1.6361776125229,true
F1_GLOBAL_PCT,8,10000,6,1.2741318578636434,true
F1_GLOBAL_PCT,9,10000,6,1.931338317756391,true
F1_GLOBAL_PCT,10,10000,6,0.6785081969726185,true
F1_GLOBAL_PCT,11,10000,6,0.8812075489618196,true
F1_GLOBAL_PCT,12,10000,6,0.3210742674499317,true
F1_GLOBAL_PCT,13,10000,6,0.8769767810271273,true
F1_GLOBAL_PCT,14,10000,6,-0.07716422061769024,true
F1_GLOBAL_PCT,15,10000,6,1.1157027691780845,true
F1_GLOBAL_PCT,16,10000,6,1.2890253232509727,true
F1_GLOBAL_PCT,17,10000,6,-0.04327348320298875,true
F1_GLOBAL_PCT,18,10000,6,-0.4134685146609402,true
F1_GLOBAL_PCT,19,10000,6,0.8590637176638461,true
F1_GLOBAL_PCT,20,10000,6,0.8199246069353241,true
F1_GLOBAL_PCT,21,10000,6,2.1352472049009674,true
F1_GLOBAL_PCT,22,10000,6,0.5515987163766247,true
F1_GLOBAL_PCT,23,10000,6,1.2600987836276303,true
F1_GLOBAL_PCT,24,10000,6,0.669648216453966,true
F1_GLOBAL_PCT,25,10000,6,1.034139214320254,true
F1_GLOBAL_PCT,26,10000,6,1.3675635274850297,true
F1_GLOBAL_PCT,27,10000,6,0.5614645435914173,true
F1_GLOBAL_PCT,28,10000,6,-0.6187388766285288,true
F1_GLOBAL_PCT,29,10000,6,-0.2850006662334606,true
F1_GLOBAL_PCT,30,10000,6,-0.34224577390563593,true
F1_GLOBAL_PCT,31,10000,6,1.8269890454300177,true
F1_GLOBAL_PCT,32,10000,6,1.7285541755019662,true
F1_GLOBAL_PCT,33,10000,6,1.9619246508280754,true
F1_GLOBAL_PCT,34,10000,6,-0.13901447483860546,true
F1_GLOBAL_PCT,35,10000,6,1.6712142984576688,true
F1_GLOBAL_PCT,36,10000,6,0.03718611806914506,true
F1_GLOBAL_PCT,37,10000,6,0.7557732812686954,true
F1_GLOBAL_PCT,38,10000,6,0.1687400827958944,true
F1_GLOBAL_PCT,39,10000,6,1.3603934337515764,true
F1_GLOBAL_PCT,40,10000,6,1.2176572127503729,true
F1_GLOBAL_PCT,41,10000,6,0.6726687493168209,true
F1_GLOBAL_PCT,42,10000,6,0.09615833345520176,true
F1_GLOBAL_PCT,43,10000,6,0.888627660095309,true
F1_GLOBAL_PCT,44,10000,6,2.584180352568886,true
F1_GLOBAL_PCT,45,10000,6,0.0581474029201743,true
F1_GLOBAL_PCT,46,10000,6,0.7018659875957919,true
F1_GLOBAL_PCT,47,10000,6,0.6912020847217122,true
F1_GLOBAL_PCT,48,10000,6,0.37143533110037824,true
F1_GLOBAL_PCT,49,10000,6,0.5753442182449547,true
F1_GLOBAL_PCT,50,10000,6,1.5201332314994165,true
F1_GLOBAL_PCT,51,10000,6,0.38069636652710176,true
F1_GLOBAL_PCT,52,10000,6,1.4113706555377188,true
F1_GLOBAL_PCT,53,10000,6,2.241430649322773,true
F1_GLOBAL_PCT,54,10000,6,-0.12814144240383246,true
F1_GLOBAL_PCT,55,10000,6,0.38868403261472473,true
F1_GLOBAL_PCT,56,10000,6,0.983161992534108,true
F1_GLOBAL_PCT,57,10000,6,0.9746353307096067,true
F1_GLOBAL_PCT,58,10000,6,-1.1884676555556306,true
F1_GLOBAL_PCT,59,10000,6,-0.10547736687859839,true
F1_GLOBAL_PCT,60,10000,6,0.982147526839027,true
F1_GLOBAL_PCT,61,10000,6,1.0600985261977993,true
F1_GLOBAL_PCT,62,10000,6,0.6609144324361574,true
F1_GLOBAL_PCT,63,10000,6,-0.3492345904472004,true
F1_GLOBAL_PCT,64,10000,6,0.9926172095091971,true
F1_GLOBAL_PCT,65,10000,6,0.16135467628129288,true
F1_GLOBAL_PCT,66,10000,6,1.9507585555730633,true
